	id	pSentiment
5990	"12470_10"	1
5991	"10527_4"	0
5992	"4515_10"	1
5993	"7858_1"	0
5994	"2464_10"	1
5995	"9679_2"	0
5996	"5977_8"	1
5997	"8700_7"	1
5998	"4619_4"	0
5999	"6109_1"	0
6000	"10545_7"	1
6001	"116_10"	1
6002	"7832_1"	0
6003	"5701_1"	0
6004	"1756_1"	0
6005	"2859_1"	0
6006	"6536_3"	0
6007	"3231_1"	0
6008	"3466_3"	0
6009	"10208_3"	0
6010	"7957_2"	0
6011	"10562_2"	0
6012	"2435_1"	0
6013	"4254_9"	1
6014	"2403_1"	0
6015	"2024_1"	0
6016	"9094_10"	1
6017	"8363_8"	1
6018	"8134_3"	0
6019	"888_4"	0
6020	"12305_8"	1
6021	"11080_10"	1
6022	"7109_2"	0
6023	"794_1"	0
6024	"10576_7"	1
6025	"11234_3"	0
6026	"12287_3"	0
6027	"4469_9"	1
6028	"6130_1"	0
6029	"1057_9"	1
6030	"11495_10"	1
6031	"6695_10"	1
6032	"4701_10"	1
6033	"8335_8"	1
6034	"1256_3"	0
6035	"4983_2"	0
6036	"11737_4"	0
6037	"6162_8"	1
6038	"10753_2"	0
6039	"4846_3"	0
6040	"9042_10"	1
6041	"6327_10"	1
6042	"1047_8"	1
6043	"11091_2"	0
6044	"628_2"	0
6045	"8566_10"	1
6046	"6552_3"	0
6047	"6390_8"	1
6048	"4892_10"	1
6049	"6896_7"	1
6050	"840_9"	1
6051	"4086_7"	1
6052	"780_7"	1
6053	"5162_1"	0
6054	"12215_1"	0
6055	"12399_3"	0
6056	"10590_4"	0
6057	"7376_1"	0
6058	"6489_10"	1
6059	"12401_8"	1
6060	"1517_7"	1
6061	"1158_4"	0
6062	"9188_10"	1
6063	"6889_10"	1
6064	"8553_3"	0
6065	"4329_4"	0
6066	"4655_4"	0
6067	"3852_8"	1
6068	"4305_3"	0
6069	"6698_2"	0
6070	"3448_7"	1
6071	"5047_3"	0
6072	"1563_1"	0
6073	"10431_10"	1
6074	"7452_10"	1
6075	"1468_1"	0
6076	"138_7"	1
6077	"7265_1"	0
6078	"5189_10"	1
6079	"1573_9"	1
6080	"5465_8"	1
6081	"2888_10"	1
6082	"11746_9"	1
6083	"2676_10"	1
6084	"9008_1"	0
6085	"1741_9"	1
6086	"12436_7"	1
6087	"5234_4"	0
6088	"3155_10"	1
6089	"12425_7"	1
6090	"11057_10"	1
6091	"6246_9"	1
6092	"8278_1"	0
6093	"645_10"	1
6094	"3601_7"	1
6095	"10750_3"	0
6096	"269_8"	1
6097	"740_7"	1
6098	"3960_10"	1
6099	"10678_9"	1
6100	"2038_1"	0
6101	"9824_10"	1
6102	"8656_4"	0
6103	"10184_9"	1
6104	"7364_3"	0
6105	"856_1"	0
6106	"6287_10"	1
6107	"8981_4"	0
6108	"11691_8"	1
6109	"6717_3"	0
6110	"5946_7"	1
6111	"4388_9"	1
6112	"1438_7"	1
6113	"1173_1"	0
6114	"7958_3"	0
6115	"4403_4"	0
6116	"7324_1"	0
6117	"920_1"	0
6118	"6143_7"	1
6119	"2740_1"	0
6120	"4206_1"	0
6121	"8604_3"	0
6122	"1501_7"	1
6123	"10058_7"	1
6124	"4746_8"	1
6125	"6141_9"	1
6126	"11307_10"	1
6127	"2964_1"	0
6128	"4823_7"	1
6129	"8446_10"	1
6130	"12054_10"	1
6131	"9418_10"	1
6132	"2345_9"	1
6133	"12397_4"	0
6134	"11341_4"	0
6135	"6373_2"	0
6136	"2362_1"	0
6137	"9467_10"	1
6138	"1533_4"	0
6139	"7767_2"	0
6140	"2567_3"	0
6141	"4454_2"	0
6142	"11690_2"	0
6143	"314_1"	0
6144	"8760_7"	1
6145	"5286_10"	1
6146	"2261_3"	0
6147	"3299_10"	1
6148	"6381_1"	0
6149	"8930_1"	0
6150	"4065_4"	0
6151	"9989_2"	0
6152	"9210_1"	0
6153	"7846_10"	1
6154	"10704_10"	1
6155	"12138_1"	0
6156	"12445_4"	0
6157	"11426_1"	0
6158	"982_8"	1
6159	"590_10"	1
6160	"11065_2"	0
6161	"10396_1"	0
6162	"7257_10"	1
6163	"3334_9"	1
6164	"7042_10"	1
6165	"11255_10"	1
6166	"1435_8"	1
6167	"5343_8"	1
6168	"10928_1"	0
6169	"5555_1"	0
6170	"10796_9"	1
6171	"9365_1"	0
6172	"11133_3"	0
6173	"10816_10"	1
6174	"868_8"	1
6175	"6282_7"	1
6176	"5096_4"	0
6177	"11883_1"	0
6178	"1192_1"	0
6179	"666_1"	0
6180	"613_10"	1
6181	"7572_10"	1
6182	"8860_3"	0
6183	"10767_10"	1
6184	"8373_9"	1
6185	"10168_2"	0
6186	"10188_2"	0
6187	"8612_3"	0
6188	"9430_2"	0
6189	"4075_1"	0
6190	"540_4"	0
6191	"9049_8"	1
6192	"9738_4"	0
6193	"10763_8"	1
6194	"12369_1"	0
6195	"2004_10"	1
6196	"10353_3"	0
6197	"6661_3"	0
6198	"11156_2"	0
6199	"445_4"	0
6200	"5860_8"	1
6201	"7077_10"	1
6202	"6865_1"	0
6203	"11150_3"	0
6204	"9390_4"	0
6205	"11138_2"	0
6206	"6741_7"	1
6207	"8743_7"	1
6208	"56_10"	1
6209	"7804_10"	1
6210	"8351_9"	1
6211	"1562_1"	0
6212	"7518_9"	1
6213	"10656_7"	1
6214	"11061_8"	1
6215	"4721_8"	1
6216	"7384_10"	1
6217	"4735_3"	0
6218	"302_10"	1
6219	"1824_8"	1
6220	"10214_4"	0
6221	"6206_8"	1
6222	"6883_9"	1
6223	"7588_1"	0
6224	"10176_1"	0
6225	"10401_2"	0
6226	"8516_9"	1
6227	"8925_7"	1
6228	"11158_8"	1
6229	"11313_3"	0
6230	"7595_10"	1
6231	"9372_4"	0
6232	"1953_10"	1
6233	"6264_7"	1
6234	"6436_10"	1
6235	"4520_4"	0
6236	"10116_1"	0
6237	"2343_4"	0
6238	"12058_9"	1
6239	"6446_10"	1
6240	"1919_8"	1
6241	"6571_10"	1
6242	"9488_2"	0
6243	"3158_2"	0
6244	"5677_4"	0
6245	"2426_9"	1
6246	"2993_4"	0
6247	"5346_3"	0
6248	"5601_8"	1
6249	"6010_1"	0
6250	"6659_1"	0
6251	"6771_2"	0
6252	"3830_10"	1
6253	"1804_2"	0
6254	"3818_1"	0
6255	"1421_9"	1
6256	"5574_4"	0
6257	"2811_10"	1
6258	"2325_8"	1
6259	"8016_10"	1
6260	"1565_1"	0
6261	"7269_7"	1
6262	"11907_4"	0
6263	"1259_3"	0
6264	"8967_8"	1
6265	"8735_8"	1
6266	"11635_8"	1
6267	"3152_2"	0
6268	"4298_1"	0
6269	"4556_8"	1
6270	"4191_1"	0
6271	"9433_10"	1
6272	"12313_1"	0
6273	"2499_1"	0
6274	"7204_8"	1
6275	"5668_10"	1
6276	"5445_1"	0
6277	"2651_4"	0
6278	"8575_10"	1
6279	"9632_1"	0
6280	"8436_10"	1
6281	"11262_7"	1
6282	"11120_2"	0
6283	"7084_10"	1
6284	"4736_10"	1
6285	"11368_10"	1
6286	"10963_1"	0
6287	"4038_10"	1
6288	"6780_10"	1
6289	"2498_7"	1
6290	"12374_1"	0
6291	"2673_8"	1
6292	"8551_8"	1
6293	"2227_7"	1
6294	"11572_1"	0
6295	"1512_2"	0
6296	"11968_4"	0
6297	"10296_1"	0
6298	"41_9"	1
6299	"5579_8"	1
6300	"3040_1"	0
6301	"5066_1"	0
6302	"3058_1"	0
6303	"192_2"	0
6304	"6557_10"	1
6305	"11888_9"	1
6306	"7813_10"	1
6307	"12212_3"	0
6308	"10371_8"	1
6309	"6109_8"	1
6310	"12110_8"	1
6311	"4989_8"	1
6312	"7896_10"	1
6313	"2346_9"	1
6314	"4643_4"	0
6315	"3605_8"	1
6316	"653_1"	0
6317	"9672_7"	1
6318	"8316_2"	0
6319	"10508_1"	0
6320	"8326_1"	0
6321	"2322_2"	0
6322	"6966_3"	0
6323	"1626_1"	0
6324	"12261_10"	1
6325	"8422_2"	0
6326	"9222_7"	1
6327	"2324_2"	0
6328	"271_10"	1
6329	"6492_3"	0
6330	"657_1"	0
6331	"4965_3"	0
6332	"11010_1"	0
6333	"5188_1"	0
6334	"6905_7"	1
6335	"5213_8"	1
6336	"1839_10"	1
6337	"11672_4"	0
6338	"6985_2"	0
6339	"5433_1"	0
6340	"5252_1"	0
6341	"11153_10"	1
6342	"8548_3"	0
6343	"7756_2"	0
6344	"11088_4"	0
6345	"10784_1"	0
6346	"8987_9"	1
6347	"6444_8"	1
6348	"7158_8"	1
6349	"12416_10"	1
6350	"2489_2"	0
6351	"4986_8"	1
6352	"2603_8"	1
6353	"2986_4"	0
6354	"4064_2"	0
6355	"2721_9"	1
6356	"7529_3"	0
6357	"4076_1"	0
6358	"7721_7"	1
6359	"1754_10"	1
6360	"5426_10"	1
6361	"9865_2"	0
6362	"10216_3"	0
6363	"601_4"	0
6364	"8878_9"	1
6365	"7587_9"	1
6366	"627_8"	1
6367	"2209_8"	1
6368	"6263_7"	1
6369	"6988_10"	1
6370	"5921_4"	0
6371	"10081_9"	1
6372	"1024_9"	1
6373	"634_8"	1
6374	"3471_8"	1
6375	"7312_1"	0
6376	"10885_1"	0
6377	"2978_10"	1
6378	"6499_10"	1
6379	"6817_10"	1
6380	"11907_7"	1
6381	"8110_9"	1
6382	"7318_10"	1
6383	"5219_3"	0
6384	"7843_4"	0
6385	"4128_10"	1
6386	"9010_3"	0
6387	"7830_10"	1
6388	"3555_7"	1
6389	"671_1"	0
6390	"7983_9"	1
6391	"138_4"	0
6392	"12056_4"	0
6393	"1687_10"	1
6394	"9527_10"	1
6395	"7810_3"	0
6396	"5083_1"	0
6397	"11778_3"	0
6398	"4548_7"	1
6399	"2704_1"	0
6400	"3211_1"	0
6401	"4240_1"	0
6402	"604_1"	0
6403	"5287_8"	1
6404	"2307_1"	0
6405	"11256_10"	1
6406	"1099_10"	1
6407	"7081_8"	1
6408	"3703_9"	1
6409	"6257_10"	1
6410	"6293_4"	0
6411	"11979_10"	1
6412	"9374_4"	0
6413	"2860_1"	0
6414	"7748_9"	1
6415	"7999_1"	0
6416	"12275_9"	1
6417	"1263_8"	1
6418	"5859_9"	1
6419	"10366_1"	0
6420	"10172_1"	0
6421	"1177_9"	1
6422	"6574_4"	0
6423	"7750_8"	1
6424	"352_4"	0
6425	"7346_8"	1
6426	"258_4"	0
6427	"4_4"	0
6428	"40_3"	0
6429	"10783_10"	1
6430	"11138_10"	1
6431	"4089_1"	0
6432	"9756_10"	1
6433	"10416_2"	0
6434	"6758_4"	0
6435	"4671_4"	0
6436	"2966_10"	1
6437	"5771_1"	0
6438	"2545_2"	0
6439	"5413_1"	0
6440	"6482_2"	0
6441	"2709_2"	0
6442	"5724_2"	0
6443	"7067_2"	0
6444	"2685_10"	1
6445	"11122_3"	0
6446	"11044_1"	0
6447	"5408_3"	0
6448	"5119_10"	1
6449	"1750_10"	1
6450	"11003_1"	0
6451	"11734_1"	0
6452	"10306_8"	1
6453	"11308_9"	1
6454	"10370_9"	1
6455	"10846_9"	1
6456	"7894_1"	0
6457	"7594_8"	1
6458	"5950_10"	1
6459	"7664_2"	0
6460	"1137_8"	1
6461	"6669_10"	1
6462	"5423_4"	0
6463	"9469_1"	0
6464	"7082_8"	1
6465	"8687_9"	1
6466	"10093_7"	1
6467	"6685_3"	0
6468	"36_4"	0
6469	"2416_10"	1
6470	"99_1"	0
6471	"7168_4"	0
6472	"12261_4"	0
6473	"8911_4"	0
6474	"4438_8"	1
6475	"4290_2"	0
6476	"11180_3"	0
6477	"8659_1"	0
6478	"6746_8"	1
6479	"12175_7"	1
6480	"11011_3"	0
6481	"7428_10"	1
6482	"2483_7"	1
6483	"739_1"	0
6484	"11612_10"	1
6485	"336_10"	1
6486	"4586_7"	1
6487	"2568_10"	1
6488	"11317_9"	1
6489	"5810_9"	1
6490	"7367_1"	0
6491	"5166_1"	0
6492	"10436_4"	0
6493	"1389_8"	1
6494	"5229_1"	0
6495	"6141_1"	0
6496	"10451_10"	1
6497	"6876_1"	0
6498	"8261_1"	0
6499	"8799_8"	1
6500	"11753_1"	0
6501	"9853_8"	1
6502	"6214_7"	1
6503	"11438_1"	0
6504	"8896_1"	0
6505	"2313_10"	1
6506	"3486_10"	1
6507	"9393_10"	1
6508	"9018_8"	1
6509	"11929_2"	0
6510	"9551_1"	0
6511	"6456_1"	0
6512	"10607_2"	0
6513	"11250_1"	0
6514	"4697_1"	0
6515	"10864_8"	1
6516	"3522_8"	1
6517	"9069_1"	0
6518	"1861_10"	1
6519	"7150_9"	1
6520	"4646_7"	1
6521	"1077_8"	1
6522	"7802_10"	1
6523	"1640_10"	1
6524	"9325_10"	1
6525	"1550_10"	1
6526	"11713_1"	0
6527	"11820_4"	0
6528	"2648_8"	1
6529	"2339_1"	0
6530	"2610_9"	1
6531	"3652_4"	0
6532	"5890_8"	1
6533	"7097_4"	0
6534	"9190_7"	1
6535	"5828_2"	0
6536	"1437_8"	1
6537	"5425_4"	0
6538	"2629_4"	0
6539	"1164_4"	0
6540	"5773_1"	0
6541	"9636_1"	0
6542	"2966_1"	0
6543	"6967_3"	0
6544	"2106_4"	0
6545	"1361_4"	0
6546	"11899_7"	1
6547	"10756_2"	0
6548	"11112_7"	1
6549	"12421_4"	0
6550	"7762_8"	1
6551	"11797_1"	0
6552	"3968_10"	1
6553	"6628_1"	0
6554	"10495_7"	1
6555	"164_3"	0
6556	"1815_10"	1
6557	"3484_4"	0
6558	"9419_3"	0
6559	"7500_3"	0
6560	"2268_10"	1
6561	"1608_1"	0
6562	"4879_3"	0
6563	"10186_1"	0
6564	"5325_7"	1
6565	"11041_4"	0
6566	"4864_4"	0
6567	"6992_1"	0
6568	"7090_10"	1
6569	"5244_3"	0
6570	"11820_8"	1
6571	"3460_8"	1
6572	"12351_8"	1
6573	"6917_2"	0
6574	"537_10"	1
6575	"6406_9"	1
6576	"2312_9"	1
6577	"2573_4"	0
6578	"4509_3"	0
6579	"5019_1"	0
6580	"11202_10"	1
6581	"8340_1"	0
6582	"6061_2"	0
6583	"4834_8"	1
6584	"1643_1"	0
6585	"2176_1"	0
6586	"9713_10"	1
6587	"488_9"	1
6588	"6676_2"	0
6589	"3141_2"	0
6590	"9610_10"	1
6591	"9388_4"	0
6592	"8649_1"	0
6593	"1852_9"	1
6594	"10391_3"	0
6595	"850_1"	0
6596	"3423_4"	0
6597	"9851_1"	0
6598	"4553_10"	1
6599	"7025_8"	1
6600	"5819_10"	1
6601	"9446_10"	1
6602	"9189_1"	0
6603	"11660_1"	0
6604	"9451_1"	0
6605	"9098_1"	0
6606	"2643_1"	0
6607	"1432_7"	1
6608	"11593_4"	0
6609	"11956_9"	1
6610	"3957_1"	0
6611	"12274_10"	1
6612	"6755_7"	1
6613	"4909_1"	0
6614	"25_7"	1
6615	"12091_3"	0
6616	"9297_1"	0
6617	"180_9"	1
6618	"3252_1"	0
6619	"9805_10"	1
6620	"11417_7"	1
6621	"1061_4"	0
6622	"566_8"	1
6623	"1182_8"	1
6624	"1392_2"	0
6625	"8262_10"	1
6626	"574_7"	1
6627	"403_3"	0
6628	"6608_7"	1
6629	"186_1"	0
6630	"10666_4"	0
6631	"12467_7"	1
6632	"10415_7"	1
6633	"1191_9"	1
6634	"6734_10"	1
6635	"4125_2"	0
6636	"9193_3"	0
6637	"9478_8"	1
6638	"11614_3"	0
6639	"6884_4"	0
6640	"172_1"	0
6641	"9717_3"	0
6642	"11249_7"	1
6643	"5131_4"	0
6644	"8976_1"	0
6645	"9488_10"	1
6646	"2908_3"	0
6647	"10105_1"	0
6648	"5493_3"	0
6649	"6368_7"	1
6650	"938_9"	1
6651	"7892_1"	0
6652	"3886_1"	0
6653	"3274_2"	0
6654	"2699_10"	1
6655	"8746_2"	0
6656	"9361_9"	1
6657	"6256_3"	0
6658	"2441_10"	1
6659	"5405_1"	0
6660	"9986_2"	0
6661	"8440_8"	1
6662	"553_7"	1
6663	"11075_2"	0
6664	"9906_4"	0
6665	"10982_3"	0
6666	"502_1"	0
6667	"6689_8"	1
6668	"9105_9"	1
6669	"8423_8"	1
6670	"7249_8"	1
6671	"1058_10"	1
6672	"142_3"	0
6673	"6967_7"	1
6674	"570_10"	1
6675	"1797_9"	1
6676	"10035_1"	0
6677	"11929_9"	1
6678	"1096_9"	1
6679	"7032_10"	1
6680	"1595_7"	1
6681	"4615_10"	1
6682	"4620_1"	0
6683	"206_2"	0
6684	"3436_2"	0
6685	"4733_9"	1
6686	"4071_10"	1
6687	"10790_8"	1
6688	"2600_10"	1
6689	"7419_10"	1
6690	"10455_1"	0
6691	"10108_1"	0
6692	"44_2"	0
6693	"4557_8"	1
6694	"234_10"	1
6695	"2746_10"	1
6696	"12086_2"	0
6697	"8866_9"	1
6698	"10804_1"	0
6699	"3016_10"	1
6700	"1680_8"	1
6701	"9773_7"	1
6702	"8322_1"	0
6703	"8183_4"	0
6704	"12161_7"	1
6705	"8469_1"	0
6706	"10037_9"	1
6707	"964_3"	0
6708	"6831_9"	1
6709	"196_3"	0
6710	"12403_8"	1
6711	"8545_3"	0
6712	"6264_2"	0
6713	"1243_1"	0
6714	"5135_10"	1
6715	"8018_1"	0
6716	"3567_1"	0
6717	"6787_1"	0
6718	"3779_4"	0
6719	"11328_3"	0
6720	"10645_8"	1
6721	"9557_1"	0
6722	"10491_1"	0
6723	"12255_3"	0
6724	"9390_9"	1
6725	"6859_1"	0
6726	"10897_9"	1
6727	"3488_4"	0
6728	"1036_9"	1
6729	"2098_10"	1
6730	"4106_7"	1
6731	"3597_2"	0
6732	"3266_7"	1
6733	"3137_8"	1
6734	"5367_3"	0
6735	"12016_1"	0
6736	"1600_1"	0
6737	"10255_9"	1
6738	"11646_10"	1
6739	"6152_1"	0
6740	"4407_4"	0
6741	"1532_10"	1
6742	"3962_10"	1
6743	"6699_8"	1
6744	"7241_2"	0
6745	"8646_7"	1
6746	"2967_9"	1
6747	"6385_10"	1
6748	"549_1"	0
6749	"2380_9"	1
6750	"1524_7"	1
6751	"6428_8"	1
6752	"3100_1"	0
6753	"1693_10"	1
6754	"7169_8"	1
6755	"7392_8"	1
6756	"6172_4"	0
6757	"7645_7"	1
6758	"11162_10"	1
6759	"5602_3"	0
6760	"11371_1"	0
6761	"664_7"	1
6762	"4475_8"	1
6763	"5481_1"	0
6764	"10223_10"	1
6765	"6358_10"	1
6766	"9611_8"	1
6767	"9266_1"	0
6768	"4491_10"	1
6769	"12249_2"	0
6770	"7123_2"	0
6771	"9567_7"	1
6772	"11488_10"	1
6773	"10133_1"	0
6774	"8789_1"	0
6775	"8267_1"	0
6776	"4411_4"	0
6777	"12381_1"	0
6778	"8179_7"	1
6779	"11002_8"	1
6780	"9874_1"	0
6781	"6362_4"	0
6782	"10088_1"	0
6783	"5330_7"	1
6784	"7628_1"	0
6785	"1250_4"	0
6786	"12437_7"	1
6787	"3634_8"	1
6788	"11809_10"	1
6789	"3869_9"	1
6790	"6188_1"	0
6791	"10447_1"	0
6792	"8992_9"	1
6793	"5114_10"	1
6794	"5815_10"	1
6795	"10622_10"	1
6796	"4249_10"	1
6797	"9862_9"	1
6798	"1075_10"	1
6799	"3798_9"	1
6800	"2915_7"	1
6801	"7427_9"	1
6802	"6655_7"	1
6803	"123_1"	0
6804	"9130_4"	0
6805	"3917_9"	1
6806	"9183_1"	0
6807	"10782_1"	0
6808	"2240_7"	1
6809	"3219_2"	0
6810	"8890_1"	0
6811	"3227_7"	1
6812	"7622_4"	0
6813	"2807_3"	0
6814	"3264_8"	1
6815	"10072_9"	1
6816	"1681_7"	1
6817	"8213_9"	1
6818	"10785_1"	0
6819	"11060_10"	1
6820	"8698_3"	0
6821	"6153_7"	1
6822	"4220_7"	1
6823	"47_2"	0
6824	"3927_9"	1
6825	"5495_8"	1
6826	"2480_2"	0
6827	"1949_8"	1
6828	"6363_1"	0
6829	"5808_10"	1
6830	"11707_1"	0
6831	"10827_10"	1
6832	"9736_8"	1
6833	"7985_4"	0
6834	"3954_9"	1
6835	"4453_3"	0
6836	"2543_10"	1
6837	"5186_3"	0
6838	"10893_3"	0
6839	"3242_8"	1
6840	"7964_4"	0
6841	"12092_7"	1
6842	"5422_9"	1
6843	"7006_8"	1
6844	"12443_9"	1
6845	"4337_1"	0
6846	"2711_7"	1
6847	"5011_10"	1
6848	"158_3"	0
6849	"4070_10"	1
6850	"8139_1"	0
6851	"9019_1"	0
6852	"1130_2"	0
6853	"7272_4"	0
6854	"5587_4"	0
6855	"1348_10"	1
6856	"9750_1"	0
6857	"2611_3"	0
6858	"4222_2"	0
6859	"1051_9"	1
6860	"1723_7"	1
6861	"9313_9"	1
6862	"304_10"	1
6863	"11549_7"	1
6864	"1930_4"	0
6865	"10050_10"	1
6866	"5067_10"	1
6867	"5475_8"	1
6868	"2570_3"	0
6869	"2275_7"	1
6870	"12291_10"	1
6871	"4609_8"	1
6872	"5202_2"	0
6873	"11723_7"	1
6874	"11341_10"	1
6875	"10410_1"	0
6876	"9966_10"	1
6877	"9544_10"	1
6878	"2134_10"	1
6879	"2485_10"	1
6880	"3767_1"	0
6881	"1986_1"	0
6882	"7737_1"	0
6883	"9084_7"	1
6884	"2278_4"	0
6885	"8312_4"	0
6886	"11658_4"	0
6887	"3583_1"	0
6888	"10327_7"	1
6889	"10274_4"	0
6890	"5129_9"	1
6891	"6565_2"	0
6892	"6131_10"	1
6893	"10010_7"	1
6894	"185_4"	0
6895	"11031_4"	0
6896	"3232_1"	0
6897	"235_1"	0
6898	"8447_8"	1
6899	"2468_10"	1
6900	"173_7"	1
6901	"1568_9"	1
6902	"3399_10"	1
6903	"12393_4"	0
6904	"4876_4"	0
6905	"3549_8"	1
6906	"894_4"	0
6907	"2522_4"	0
6908	"8481_4"	0
6909	"10750_8"	1
6910	"5132_2"	0
6911	"10844_1"	0
6912	"7430_10"	1
6913	"12163_8"	1
6914	"9174_9"	1
6915	"5299_2"	0
6916	"2198_8"	1
6917	"6058_8"	1
6918	"4009_3"	0
6919	"3463_7"	1
6920	"3099_10"	1
6921	"10084_4"	0
6922	"746_1"	0
6923	"6621_1"	0
6924	"6916_2"	0
6925	"5765_1"	0
6926	"3468_10"	1
6927	"1748_1"	0
6928	"24_1"	0
6929	"4521_1"	0
6930	"9577_8"	1
6931	"1111_2"	0
6932	"11906_2"	0
6933	"3147_10"	1
6934	"11638_4"	0
6935	"9994_10"	1
6936	"3858_1"	0
6937	"3448_1"	0
6938	"5676_9"	1
6939	"6829_1"	0
6940	"7665_1"	0
6941	"1646_1"	0
6942	"11064_3"	0
6943	"10937_9"	1
6944	"4734_2"	0
6945	"5307_7"	1
6946	"559_1"	0
6947	"5925_7"	1
6948	"6428_3"	0
6949	"1353_10"	1
6950	"7134_1"	0
6951	"8498_9"	1
6952	"1642_3"	0
6953	"7409_2"	0
6954	"10416_9"	1
6955	"1336_7"	1
6956	"10619_8"	1
6957	"10450_1"	0
6958	"6649_1"	0
6959	"1193_1"	0
6960	"4870_4"	0
6961	"6460_10"	1
6962	"1536_3"	0
6963	"11502_1"	0
6964	"7078_4"	0
6965	"12025_1"	0
6966	"12105_4"	0
6967	"1740_3"	0
6968	"4470_3"	0
6969	"8777_2"	0
6970	"29_10"	1
6971	"1071_8"	1
6972	"12414_3"	0
6973	"11570_9"	1
6974	"5426_2"	0
6975	"95_10"	1
6976	"2533_7"	1
6977	"9064_7"	1
6978	"5340_8"	1
6979	"6076_9"	1
6980	"10371_3"	0
6981	"11375_9"	1
6982	"8116_9"	1
6983	"10479_10"	1
6984	"4732_4"	0
6985	"11120_10"	1
6986	"2211_8"	1
6987	"4400_4"	0
6988	"10240_8"	1
6989	"9757_4"	0
6990	"9804_1"	0
6991	"8782_4"	0
6992	"3175_8"	1
6993	"6540_3"	0
6994	"3881_2"	0
6995	"10517_1"	0
6996	"11482_1"	0
6997	"7607_4"	0
6998	"12226_8"	1
6999	"9317_1"	0
7000	"1402_7"	1
7001	"4785_10"	1
7002	"6022_7"	1
7003	"9228_3"	0
7004	"470_10"	1
7005	"4291_10"	1
7006	"8767_10"	1
7007	"5287_1"	0
7008	"6163_2"	0
7009	"103_1"	0
7010	"1493_9"	1
7011	"6069_8"	1
7012	"2876_1"	0
7013	"10710_1"	0
7014	"9626_2"	0
7015	"3881_9"	1
7016	"8786_8"	1
7017	"2496_1"	0
7018	"69_4"	0
7019	"6088_3"	0
7020	"10952_10"	1
7021	"1916_1"	0
7022	"6664_4"	0
7023	"1673_2"	0
7024	"6398_2"	0
7025	"1213_1"	0
7026	"7133_10"	1
7027	"1654_7"	1
7028	"5988_3"	0
7029	"4526_4"	0
7030	"6120_9"	1
7031	"10878_7"	1
7032	"828_2"	0
7033	"12196_10"	1
7034	"6769_9"	1
7035	"9358_8"	1
7036	"6996_8"	1
7037	"8690_8"	1
7038	"1992_2"	0
7039	"7630_8"	1
7040	"10087_10"	1
7041	"3547_8"	1
7042	"2641_1"	0
7043	"10538_3"	0
7044	"8123_8"	1
7045	"8702_10"	1
7046	"7360_10"	1
7047	"2649_2"	0
7048	"1139_1"	0
7049	"6759_7"	1
7050	"2856_10"	1
7051	"1315_10"	1
7052	"1334_8"	1
7053	"7590_10"	1
7054	"8619_7"	1
7055	"2955_1"	0
7056	"11727_4"	0
7057	"6632_1"	0
7058	"12134_3"	0
7059	"11538_1"	0
7060	"3693_8"	1
7061	"3577_2"	0
7062	"6943_1"	0
7063	"4916_4"	0
7064	"8803_4"	0
7065	"4731_8"	1
7066	"7144_2"	0
7067	"1440_4"	0
7068	"8961_2"	0
7069	"6268_1"	0
7070	"3787_10"	1
7071	"3835_3"	0
7072	"7827_1"	0
7073	"339_4"	0
7074	"12422_8"	1
7075	"10739_4"	0
7076	"2519_2"	0
7077	"7931_8"	1
7078	"10116_10"	1
7079	"11588_1"	0
7080	"5528_2"	0
7081	"5595_1"	0
7082	"7044_10"	1
7083	"6189_1"	0
7084	"8555_4"	0
7085	"4194_10"	1
7086	"11214_3"	0
7087	"2048_7"	1
7088	"6562_10"	1
7089	"12477_1"	0
7090	"7414_3"	0
7091	"6581_1"	0
7092	"1231_4"	0
7093	"530_3"	0
7094	"2834_1"	0
7095	"4726_1"	0
7096	"11720_8"	1
7097	"8703_10"	1
7098	"10895_1"	0
7099	"446_10"	1
7100	"3109_10"	1
7101	"3567_8"	1
7102	"2732_8"	1
7103	"4039_2"	0
7104	"679_10"	1
7105	"9670_9"	1
7106	"1572_10"	1
7107	"8433_4"	0
7108	"2280_7"	1
7109	"8235_7"	1
7110	"4372_10"	1
7111	"6125_4"	0
7112	"7598_1"	0
7113	"10356_2"	0
7114	"7307_10"	1
7115	"7914_10"	1
7116	"12473_10"	1
7117	"10911_7"	1
7118	"6727_4"	0
7119	"8895_10"	1
7120	"220_10"	1
7121	"3451_8"	1
7122	"11689_8"	1
7123	"1247_4"	0
7124	"4890_4"	0
7125	"6277_7"	1
7126	"3185_10"	1
7127	"5524_8"	1
7128	"4121_2"	0
7129	"11334_1"	0
7130	"12263_4"	0
7131	"9773_1"	0
7132	"2046_8"	1
7133	"6506_1"	0
7134	"10823_1"	0
7135	"6424_3"	0
7136	"4306_4"	0
7137	"3588_8"	1
7138	"3362_8"	1
7139	"458_1"	0
7140	"10381_4"	0
7141	"1323_10"	1
7142	"4368_10"	1
7143	"1501_2"	0
7144	"800_2"	0
7145	"3300_1"	0
7146	"8793_1"	0
7147	"4789_4"	0
7148	"5386_7"	1
7149	"3943_10"	1
7150	"8823_8"	1
7151	"4855_3"	0
7152	"4749_8"	1
7153	"10984_2"	0
7154	"10889_1"	0
7155	"9696_3"	0
7156	"9732_10"	1
7157	"5993_2"	0
7158	"501_10"	1
7159	"7906_7"	1
7160	"9515_2"	0
7161	"1485_10"	1
7162	"6517_10"	1
